company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
Serving Skill,Bangalore/Bengaluru,undergraduate,"ml algorithms, analytical, r, power bi, tableau, spotfire, analytics, python",full-time,1707805.0,1-3,Business Analyst - IT,1.0,3.0,Mid,8,ml algorithms,17.08
Ingenuity Inc,Mumbai,postgraduate,"bi, data validation, business strategy, sales forecasting, data analysis, data collection, statistics, marketing",contract,1118534.0,0-1,Business Analyst/ Marketing Research-FMCG/FMCD / BI Tools/ sales,0.0,1.0,Entry,8,bi,11.19
Huptech Consultancy Services,Ahmedabad,postgraduate,"buisness analyst, analysis, business analyst, data businesss analyst",full-time,2032254.0,2-3,Business Analyst,2.0,3.0,Mid,4,buisness analyst,20.32
Hucon Solutions,Bangalore/Bengaluru,undergraduate,"pmo, it skills, sharepoint, servicenow, power bi, data analysis, ms project, cost trend analysis",contract,795821.0,3-5,Immediate Joiners -PMO Analyst,3.0,5.0,Mid,8,pmo,7.96
Hucon Solutions,Bangalore/Bengaluru,undergraduate,"servicenow, power bi, data analysis, ms project, sharepoint, cost trend analysis",full-time,1424372.0,3-5,PMO Analyst,3.0,5.0,Mid,6,servicenow,14.24
Hucon Solutions,Bangalore/Bengaluru,postgraduate,"servicenow, spotfire, ms project, project monitoring, data analysis, sharepoint, cost trend analysis",contract,2404521.0,5-7,PMO Analyst,5.0,7.0,Senior,7,servicenow,24.05
Serving Skill,Bangalore/Bengaluru,postgraduate,"r, sql, python, statistical modelling, tableau, ml algorithms, power bi, communication",full-time,816093.0,2-7,Business Analyst - IT,2.0,7.0,Senior,8,r,8.16
FUTURES AND CAREERS,Bangalore/Bengaluru,undergraduate,"verbal, waterfall, written communication, sql, excel, agile, vba, data mapping",contract,1708065.0,6-7,Immediate Opening For Lead Analyst- Business Analysis,6.0,7.0,Senior,8,verbal,17.08
Invesco (India) Pvt Ltd,Hyderabad/Secunderabad,undergraduate,"regulatory reporting, design, metrics, execution, data monitoring, project management, quality improvement, continuous improvement",contract,2285804.0,2-3,"Analyst , Regulatory Reporting",2.0,3.0,Mid,8,regulatory reporting,22.86
Mantras2Success Consultants,Pune(Viman Nagar),unknown,"inside sales, b2b lead generation, lead generation, cold calling, bant campaigns, hql, hoovers, data mining",full-time,780627.0,0-5,Research Analyst / Lead Generation Executive,0.0,5.0,Mid,8,inside sales,7.81
Invesco (India) Pvt Ltd,Hyderabad/Secunderabad,undergraduate,"sql database queries, vba, risk analytics, stress testing, r, data management, project management, investment risk",contract,679731.0,0-2,Portfolio Risk Analyst,0.0,2.0,Entry,8,sql database queries,6.8
DSS TRADESERV PVT LTD,Hyderabad/Secunderabad,undergraduate,"mis, mis managment, business analytics, rewards and recognition, data management, data analysis, business analysis",full-time,1990194.0,6-8,Business Analyst / MIS & R&R Leader - Shriram Life Insurance,6.0,8.0,Senior,7,mis,19.9
BA Continuum,Mumbai,postgraduate,"business services, data analysis, data migration, agile development, workflow, application development, pega, unit testing",full-time,805633.0,5-6,Lead Analyst,5.0,6.0,Senior,8,business services,8.06
BA Continuum,Chennai,unknown,"supply chain, relationship management, front office, data management, information security, risk assessment, asset management, risk management",full-time,1148211.0,5-6,Lead Analyst,5.0,6.0,Senior,8,supply chain,11.48
"Stefanini, Inc",Hyderabad/Secunderabad,postgraduate,"security analysis, information security management, malware analysis, siem, ids, content filtering, data loss prevention, troubleshooting",contract,333499.0,1-4,Security Lead Analyst,1.0,4.0,Mid,8,security analysis,3.33
E&Y,"Kolkata, Pune, Bangalore/Bengaluru",undergraduate,"asp.net, machine learning, python, it skills, java, software development, data science, artificial intelligence",full-time,2286951.0,1-6,Solution Architect Technical Lead,1.0,6.0,Senior,8,asp.net,22.87
PayU,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",unknown,"python, sql, api, pyspark, azure functions, nosql, grafana, data cleaning",contract,1787076.0,0-6,Python Lead Opportunity with PayU,0.0,6.0,Senior,8,python,17.87
Tiger Analytics India LLP,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",postgraduate,"team management, program delivery, data engineering, cloud services, customer engagement, rdbms, waterfall, devops",contract,1410332.0,0-2,Program Lead - Technology Consulting,0.0,2.0,Entry,8,team management,14.1
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",undergraduate,"team management, cloud services, customer engagement, power bi tableau, program delivery, data engineering, big data, solution design",full-time,2397144.0,0-2,Program Lead - Technology Consulting,0.0,2.0,Entry,8,team management,23.97
mfine,Bangalore/Bengaluru,postgraduate,"system architecture, software design, backend, demand planning, coding, machine learning, data structures, healthcare",contract,2205767.0,4-5,Technical Lead - Backend,4.0,5.0,Mid,8,system architecture,22.06
Brillio,Bangalore/Bengaluru,postgraduate,"it skills, cloud, project management, salesforce, bpo, project management, service management, data analysis",full-time,919690.0,5-6,Lead - Delivery Excellence,5.0,6.0,Senior,8,it skills,9.2
Newt Global India Private Limited,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",undergraduate,"airflow, python, apache, communication, azure, pandas, aws cloud, etl",contract,1212280.0,3-5,Hiring Airflow Technical lead For Newt Global - PAN India,3.0,5.0,Mid,8,airflow,12.12
Gojek,Bangalore/Bengaluru,undergraduate,"service level, gcp, cloud, network security, agile, infrastructure, test driven development, gaming",contract,2058257.0,4-7,Technical Lead - Devops,4.0,7.0,Senior,8,service level,20.58
Infogain India (P) Ltd.,Gurgaon/Gurugram,undergraduate,"ssis, project management, bi, ssrs, etl, sql server, oltp, msmq",full-time,1370729.0,1-2,Team Lead,1.0,2.0,Entry,8,ssis,13.71
Infogain India (P) Ltd.,Gurgaon/Gurugram,unknown,"it skills, python, cloud, project management, aws, tableau, power bi, prototype",full-time,441697.0,4-5,Team Lead,4.0,5.0,Mid,8,it skills,4.42
Ness,Bangalore/Bengaluru,undergraduate,"azure adls, sqoop, azure events hub, hdfs, adf, azure databricks, written communication, verbal",full-time,726010.0,6-8,Lead Technical,6.0,8.0,Senior,8,azure adls,7.26
Ness,Bangalore/Bengaluru,postgraduate,"it skills, python, testing, cloud, big data, azure, unix, data analysis",contract,574562.0,7-8,Lead QA,7.0,8.0,Senior,8,it skills,5.75
IBM,Kochi/Cochin,undergraduate,"web application development, automation, coding, javascript, sql, it skills, java, software development",contract,2284792.0,7-8,Software Architect - Full stack lead,7.0,8.0,Senior,8,web application development,22.85
Accenture,Gurgaon/Gurugram,postgraduate,"linux, shell scripting, consulting, hadoop, yarn, sentry, analytical, hdfs",contract,2126634.0,6-7,Hadoop Application Lead,6.0,7.0,Senior,8,linux,21.27
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",undergraduate,"kubeflow, python, gcp, bigquery, docker, sql, git, google cloud platform",full-time,603713.0,5-7,Analyst/Senior Analyst,5.0,7.0,Senior,8,kubeflow,6.04
V12 Consulting,"Hyderabad, Gurgaon",postgraduate,"front office, senior quantitative analyst, senior, market risk, time series, data collection, quantitative analyst, risk management",contract,598284.0,3-5,Senior Quantitative Analyst,3.0,5.0,Mid,8,front office,5.98
Vichara Technologies,"Hyderabad/Secunderabad, Gurgaon/Gurugram",undergraduate,"it skills, testing, market risk, valuation, front office, pricing, model validation, credit risk",full-time,1642252.0,5-6,Senior Quantitative Analyst,5.0,6.0,Senior,8,it skills,16.42
Wolters Kluwer,"Kalyani, Pune",unknown,"data analysis, data validation, data collection, market research, spss, operations, financial services, client management",contract,953579.0,1-5,Senior Market Research Analyst,1.0,5.0,Mid,8,data analysis,9.54
seagatetec,Pune,unknown,"sap, business analytics, analytical skills, data warehouse, tableau, data modeling, business objects, etl",full-time,2410797.0,2-4,Sr Analyst - Tableau,2.0,4.0,Mid,8,sap,24.11
cloudneeti,Mohali,undergraduate,"supply chain, process automation, enterprise applications, strategic partnerships, analytical, data quality, data visualization, sql",contract,1646402.0,5-6,Senior BI Analyst,5.0,6.0,Senior,8,supply chain,16.46
Zscaler Softech,Mohali,postgraduate,"supply chain, process automation, enterprise applications, strategic partnerships, analytical, data quality, data visualization, sql",contract,2108154.0,0-6,Senior BI Analyst,0.0,6.0,Senior,8,supply chain,21.08
V12 Consulting,"Hyderabad, Gurgaon",postgraduate,"front office, senior quantitative analyst, market risk, time series, data collection, quantitative analyst, risk management, econometrics",contract,2234161.0,1-4,Senior Quantitative Analyst,1.0,4.0,Mid,8,front office,22.34
seagatetec,Pune,undergraduate,"business objects, sap, data modeling, business analytics, schema, scheduling, silicon, oracle",full-time,1273506.0,2-5,Sr Analyst - Tableau,2.0,5.0,Mid,8,business objects,12.74
Vichara Technologies,"Hyderabad, Gurgaon",undergraduate,"prepayment modeling, mbs data, it skills, testing, front office, model validation, market risk, data collection",contract,1267474.0,3-4,Senior Quantitative Analyst,3.0,4.0,Mid,8,prepayment modeling,12.67
V12 Consulting,"Hyderabad, Gurgaon",postgraduate,"front office, market risk, data collection, quantitative analyst, risk management, econometrics, financial modelling, statistics",full-time,1786468.0,5-7,Senior Quantitative Analyst,5.0,7.0,Senior,8,front office,17.86
CrowdStrike,Pune,undergraduate,"operational excellence, sales, billing, revenue recognition, equity, manager technology, wellness, individual contributor",full-time,979002.0,2-4,Sr. Analyst 2 - Deal Desk,2.0,4.0,Mid,8,operational excellence,9.79
Actuarial Placement,Mumbai,postgraduate,"general insurance, r, sas, vba, life insurance, data manipulation, continuous improvement, data extraction",contract,2296295.0,7-8,Actuarial Analyst/Consultant/Senior Consultant_FT102,7.0,8.0,Senior,8,general insurance,22.96
Actuarial Placement,Gurgaon/Gurugram,undergraduate,"communication skills, data quality, excel, vba, insurance, actuarial, capital modelling, actuary",contract,1432507.0,6-7,Senior Actuarial Analyst,6.0,7.0,Senior,8,communication skills,14.33
CREATIVE IT INDIA PVT LTD,Mumbai,undergraduate,"data management, hris, mis, analytical, hipaa, back office, healthcare, data structures",contract,1447304.0,6-7,Senior Presales Analyst Healthcare Products and Services,6.0,7.0,Senior,8,data management,14.47
EthicalHat Cyber Security Pvt Ltd,Gurgaon/Gurugram,undergraduate,"malware analysis, soc, security analyst, information security, siem, dlp, data security, threat analyst",full-time,1387695.0,2-3,Senior Security Analyst - SOC,2.0,3.0,Mid,8,malware analysis,13.88
Evolent Health,Pune,undergraduate,"sql, it skills, testing, regression testing, audit, test data, test planning, test lead",full-time,2408617.0,7-8,"Sr Analyst, Configuration QA",7.0,8.0,Senior,8,sql,24.09
"Stefanini, Inc",Noida,undergraduate,"communication, azure, agile, tableau, ssrs, cognos, troubleshooting, microsoft ssis",contract,776032.0,7-8,Report Analyst Sr,7.0,8.0,Senior,8,communication,7.76
Hoffmann-La Roche,Chennai,undergraduate,"analytical skills, data analysis, sas, pharma, consulting, healthcare, individual contributor, analytics",contract,1813751.0,6-7,Senior Analyst,6.0,7.0,Senior,8,analytical skills,18.14
Reval India Pvt. Ltd.,Mumbai,undergraduate,"it skills, python, data science, corporate strategy, business research, vba, secondary research, accounting",full-time,805081.0,0-4,Senior Analyst,0.0,4.0,Mid,8,it skills,8.05
Alation,Chennai,unknown,"it skills, salesforce, sales, accounting, finance, legal, big data",contract,1909195.0,2-7,Order Desk Sr . Analyst,2.0,7.0,Senior,7,it skills,19.09
ION,Mumbai,undergraduate,"corporate strategy, business research, secondary research, vba, financial research, accounting, data analytics, individual contributor",full-time,2463163.0,6-8,Senior Analyst,6.0,8.0,Senior,8,corporate strategy,24.63
Smart Cube,Noida,undergraduate,"industry reports, business research, excel, secondary research, analytical skills, data interpretation, report preparation, factiva",full-time,558380.0,6-8,Senior Analyst - Research - CPG,6.0,8.0,Senior,8,industry reports,5.58
Fuld & Company,Noida,postgraduate,"market research, ms excel, secondary research, data analysis, advanced excel",full-time,884506.0,0-2,Analyst / Senior Analyst | Fuld & Company,0.0,2.0,Entry,5,market research,8.85
Anicalls,Noida,unknown,"computer science, senior analyst, data modeling, cassandra, spark, analytical, scala, troubleshooting",contract,426985.0,3-7,Senior Spark/Cassandra Analyst,3.0,7.0,Senior,8,computer science,4.27
Zscaler Softech,Gurgaon/Gurugram,postgraduate,"computer science, product management, analyst, tableau, manager technology, data analytics, data analyst, sql",full-time,1810180.0,7-8,Senior Analyst,7.0,8.0,Senior,8,computer science,18.1
Calypso Technology India Pvt. Ltd.,Pune,undergraduate,"it skills, project management, oracle, bpo, project management, computer science, data management, calypso",full-time,1414623.5,6-7,Senior Support Analyst,6.0,7.0,Senior,8,it skills,14.15
Calypso Technology India Pvt. Ltd.,Mumbai,postgraduate,"java, it skills, c++, software design, front office, product engineering, data management, calypso",contract,493158.0,1-7,Senior Quantitative Analyst,1.0,7.0,Senior,8,java,4.93
Calypso Technology India Pvt. Ltd.,Mumbai,unknown,"it skills, java, testing, selenium, jenkins, maven, data management, test management",contract,2448396.0,3-7,Senior QA Analyst,3.0,7.0,Senior,8,it skills,24.48
24-7 Intouch,Hyderabad/Secunderabad,postgraduate,"bpo, process improvement, administration, senior analyst, artificial intelligence, customer experience management, management, research",full-time,470623.0,2-5,Senior Customer Experience Analyst,2.0,5.0,Mid,8,bpo,4.71
Logitech G,Chennai,postgraduate,"manager internal audit, data analysis, us gaap, cisa, compliance, project management, analytical, consulting",contract,2371153.0,3-7,Internal Audit IT Senior Analyst,3.0,7.0,Senior,8,manager internal audit,23.71
cloudneeti,Gurgaon/Gurugram,unknown,"computer science, product management, tableau, senior analyst, focus, manager technology, data analytics, data analyst",contract,1606618.0,2-3,Senior Analyst,2.0,3.0,Mid,8,computer science,16.07
ManpowerGroup Services India Private Limited,Hyderabad/Secunderabad,postgraduate,"business process modeling, prcess mapping, process mining, data modeling, bpm business process management, it skills, testing, project management",full-time,1758987.0,3-4,Senior Analyst - Business Process Modelling,3.0,4.0,Mid,8,business process modeling,17.59
Anicalls,Mumbai,postgraduate,"sap ewm, sap extended warehouse management, communication, it skills, testing, sap, computer science, business process",full-time,1626486.0,5-7,Senior SAP EWM Analyst,5.0,7.0,Senior,8,sap ewm,16.26
Anicalls,Hyderabad/Secunderabad,postgraduate,"written, tam, udb sql, oracle, excel, sql, cyberark psm, sybase",contract,1871857.0,2-4,Senior CyberArk Analyst,2.0,4.0,Mid,8,written,18.72
