company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
Ivanti,mumbai,postgraduate,"it skills, salesforce, data analysis, usage, sales, sales operations, hp data protector, data modeling",full-time,1414623.5,2-6,Sales Operations Analyst,2.0,6.0,Senior,8,it skills,14.15,Onsite,mumbai
E&Y,"gurugram,gurugram",undergraduate,"unix, computer science, digital forensics, analyst, linux, information security, analytical, data collection",contract,1142766.0,4-7,Internal Investigation Services Analyst,4.0,7.0,Senior,8,unix,11.43,Onsite,gurugram
StateStreet Global Advisor Pvt Ltd,"hyderabad,hyderabad",undergraduate,"data analysis, due diligence, business analyst, data management, cognos, test cases, business intelligence, business solutions",full-time,1421030.0,2-4,Manager - Business Analyst ( Treasury & Finance ),2.0,4.0,Mid,8,data analysis,14.21,Onsite,hyderabad
NTT DATA,"gurugram,gurugram",postgraduate,"bpo, administration, corporate actions, bloomberg, fixed income, reconciliation, market data, capital market",contract,423505.0,7-8,BPO T&S Operations Analyst,7.0,8.0,Senior,8,bpo,4.24,Onsite,gurugram
NTT DATA,"gurugram,gurugram",postgraduate,"account reconciliation, bpo, administration, trade, data services, corporate actions, bloomberg, reconciliation",contract,1265251.0,3-4,BPO Trade Settlement Analyst,3.0,4.0,Mid,8,account reconciliation,12.65,Onsite,gurugram
Druva,pune,undergraduate,"it skills, product management, salesforce, product engineering, sales operations, hp data protector, venture capital, packaging",full-time,2118628.0,3-4,Product Operations Analyst,3.0,4.0,Mid,8,it skills,21.19,Onsite,pune
Encora,ahmedabad,undergraduate,"relational databases, it skills, python, data science, project management, oracle, tableau, sap",contract,1679022.0,3-5,Business Intelligence Analyst,3.0,5.0,Mid,8,relational databases,16.79,Onsite,ahmedabad
Kla Tencor,chennai,postgraduate,"performance tuning, data modeling, database design, ssrs, informatica, customer service, ssis, microsoft",contract,467847.0,3-5,"Analyst, Info Sys 2",3.0,5.0,Mid,8,performance tuning,4.68,Onsite,chennai
StateStreet Global Advisor Pvt Ltd,"hyderabad,hyderabad",undergraduate,"data analysis, change management, business analyst, data management, business analysis, mis, analytics, financial services",contract,877289.0,1-3,"Assistant Manager , Regulatory Reporting Change Analyst",1.0,3.0,Mid,8,data analysis,8.77,Onsite,hyderabad
Coverfox,mumbai,postgraduate,"customer acquisition, product analyst, translation, business economics, gap analysis, advanced excel, data analytics, research",contract,448136.0,1-6,Product Analyst,1.0,6.0,Senior,8,customer acquisition,4.48,Onsite,mumbai
GNKITM,yamunanagar,undergraduate,"business analysis, big data analytics, data mining, business analytics",contract,1874585.0,3-4,Faculty For Business analyst,3.0,4.0,Mid,4,business analysis,18.75,Onsite,yamunanagar
Synamedia,chennai,undergraduate,"administration, data management, business analyst, data analyst, hardware, mice, management, recruitment",full-time,391740.0,5-7,Business Analyst,5.0,7.0,Senior,8,administration,3.92,Onsite,chennai
L&T Infotech (LTI),"delhi, delhi , ncr",undergraduate,"frs, it skills, big data, srs, agile, data mining, jira",contract,1849477.0,5-7,Specialist Business Analyst,5.0,7.0,Senior,7,frs,18.49,Onsite,delhi
Media.net Software Services (India) Pvt Ltd,mumbai,unknown,"data management, managing reports, data entry",contract,2148681.0,1-4,Operations Analyst,1.0,4.0,Mid,3,data management,21.49,Onsite,mumbai
Cyient,"hyderabad,hyderabad",undergraduate,"analytical, microsoft excel, communication, procurement procedures, project coordination, microsoft word, powerpoint, microsoft powerpoint",contract,2119351.0,2-4,PMO Analyst,2.0,4.0,Mid,8,analytical,21.19,Onsite,hyderabad
BNY Mellon,pune,undergraduate,"user research, literature, intranet, interaction design, market data, user experience design, usability testing, financial services",full-time,473246.0,4-5,"Ld, UX Analyst",4.0,5.0,Mid,8,user research,4.73,Onsite,pune
Hotstar,mumbai,postgraduate,"advanced analytics, data analysis, automation, product engineering, ticketing, web technologies, database management, crm",contract,764568.0,1-5,"Analyst , Revenue Operations",1.0,5.0,Mid,8,advanced analytics,7.65,Onsite,mumbai
Virtue Analytics,lucknow,postgraduate,"business analysis, identifying, data management, modeling, project management, problem solving",contract,2447710.0,1-4,Virtue Analytics - Business Analyst,1.0,4.0,Mid,6,business analysis,24.48,Onsite,lucknow
Faurecia,pune,postgraduate,"python, uipath, visualization, artificial intelligence, data, tableau, machine learning",contract,2030541.0,7-8,Digital Reporting Factory Analyst - Power BI & Power Apps,7.0,8.0,Senior,7,python,20.31,Onsite,pune
Hotstar,mumbai,postgraduate,"excel, law, creative, hiring, full time, data modeling, english language, recruitment",contract,1069427.0,2-3,Recruitment Analyst,2.0,3.0,Mid,8,excel,10.69,Onsite,mumbai
Hotstar,"gurugram,gurugram",undergraduate,"business intelligence, communication skills, r, user acquisition, full time, data analytics, statistics, digital analytics",contract,2368290.0,4-6,Disney + Hotstar - Analyst,4.0,6.0,Senior,8,business intelligence,23.68,Onsite,gurugram
Games2win India Pvt.Ltd,mumbai,postgraduate,"computer science, product analyst, sql queries, data analysis, usage, analytical, intellectual property, statistics",contract,1881663.0,1-4,Product Analyst,1.0,4.0,Mid,8,computer science,18.82,Onsite,mumbai
Games2win,mumbai,postgraduate,"computer science, product analyst, sql queries, data analysis, usage, analytical, intellectual property, statistics",full-time,2227740.0,6-7,Product Analyst,6.0,7.0,Senior,8,computer science,22.28,Onsite,mumbai
Rackspace Technology,"hyderabad,hyderabad",postgraduate,"it skills, project management, bpo, project management, financial statements, financial analysis, accounting, finance",contract,705718.0,7-8,Financial Analyst III,7.0,8.0,Senior,8,it skills,7.06,Onsite,hyderabad
Seagate,pune,postgraduate,"material management, business process, change management, data migration, sap, consulting, gap analysis, edi",full-time,2394223.0,4-5,Staff Analyst - SAP SD GTS,4.0,5.0,Mid,8,material management,23.94,Onsite,pune
Seagate,pune,undergraduate,"business process, data migration, sap, rss, soa, data management, workflow, ale",full-time,1449721.0,6-7,Staff Analyst - SAP MDG,6.0,7.0,Senior,8,business process,14.5,Onsite,pune
NTT Data,noida,postgraduate,"microsoft office, blue pumpkin, written communication, verbal, data analysis, verint, administration, service level",full-time,621117.0,4-6,Planning & Scheduling Analyst,4.0,6.0,Senior,8,microsoft office,6.21,Onsite,noida
idfc first bank,mumbai,postgraduate,"retail, data analysis, usage, publishing, senior management, mobile banking, trend analysis, banking",full-time,1673902.0,3-5,Business Analyst-Digital Journey,3.0,5.0,Mid,8,retail,16.74,Onsite,mumbai
United Health Group Information Services Pvt. Ltd.,"hyderabad,hyderabad",undergraduate,"customer service representative, analyst, claims, medical billing, client servicing, pharmacy, billing, data collection",contract,705928.0,0-1,Collections Analyst,0.0,1.0,Entry,8,customer service representative,7.06,Onsite,hyderabad
NTT DATA,noida,postgraduate,"ms windows, ms office, analytical, troubleshooting, itil, business process, it services, automation",contract,1481372.0,5-6,Helpdesk Analyst,5.0,6.0,Senior,8,ms windows,14.81,Onsite,noida
Tavant Technologies,"kolkata, mumbai, hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, delhi , ncr",unknown,"spark, scala, it skills, java, big data, kafka, api, hadoop",full-time,1414623.5,7-8,Bigdata and Hadoop and Spark Developer,7.0,8.0,Senior,8,spark,14.15,Onsite,kolkata
Genpact,"hyderabad,hyderabad, bengaluru,bengaluru, delhi , ncr",postgraduate,"c#, java, r, python, it skills, data science, machine learning, c++",contract,1755187.0,5-7,Manager-Application Developer,5.0,7.0,Senior,8,c#,17.55,Onsite,hyderabad
Genpact,"kolkata, hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, delhi , ncr",undergraduate,"aws, sql, it skills, python, jenkins, s3, pyspark, aws lambda",full-time,514068.0,4-6,Genpact Hiring For AWS Developers - PAN India,4.0,6.0,Senior,8,aws,5.14,Onsite,kolkata
HCL Technologies,"noida, hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, delhi , ncr",unknown,"java, gcp, google cloud platforms, data warehouse, datalab, bigquery, soap, dataflow",contract,1675224.0,4-6,HCL Technologies - GCP Architect,4.0,6.0,Senior,8,java,16.75,Onsite,noida
Informatica,"bengaluru,bengaluru",postgraduate,"it skills, java, python, cloud, oracle, aws, azure, unix",full-time,2202592.0,7-8,Principal Consultant,7.0,8.0,Senior,8,it skills,22.03,Onsite,bengaluru
Informatica,"bengaluru,bengaluru",undergraduate,"it skills, software development, project management, bpo, project management, product management, computer science, pmp",full-time,2029187.0,5-7,Consulting Manager,5.0,7.0,Senior,8,it skills,20.29,Onsite,bengaluru
UPL,"bengaluru,bengaluru, mumbai ",undergraduate,"team management, platform manager, team handling, machine learning, scrum, it skills, cloud, python",contract,1342912.0,6-8,Platform Manager,6.0,8.0,Senior,8,team management,13.43,Onsite,bengaluru
Genpact,"hyderabad,hyderabad, bengaluru,bengaluru, delhi , ncr",undergraduate,"python, java, kafka, grafana, scala, sql, druid, it skills",contract,753100.0,0-1,Kafka Administrator,0.0,1.0,Entry,8,python,7.53,Onsite,hyderabad
SAP India Pvt.Ltd,"bengaluru,bengaluru",undergraduate,"api automation framework, it skills, software development, testing, quality assurance, selenium, machine learning, artificial intelligence",contract,2043395.0,4-6,Quality Specialist - API Automation Framework,4.0,6.0,Senior,8,api automation framework,20.43,Onsite,bengaluru
Snaphunt,"bengaluru,bengaluru, remote",undergraduate,"backend, it skills, java, oracle, spring, algorithms, sql development, rdbms",contract,482673.0,4-5,Backend Developer,4.0,5.0,Mid,8,backend,4.83,Remote,remote
GlobalLogic India Private Limited,"noida, chennai, bengaluru,bengaluru",postgraduate,"python, django, flask, it skills, cloud, javascript, aws, postgresql",full-time,1349636.0,6-8,Python Developer,6.0,8.0,Senior,8,python,13.5,Onsite,noida
PwC,"bengaluru,bengaluru",postgraduate,"sap, data modeling, business analytics, cognos, mysql, troubleshooting, microsoft, oracle",contract,1031000.0,7-8,Azure AWS Developer _ Manager,7.0,8.0,Senior,8,sap,10.31,Onsite,bengaluru
Siemens,"bengaluru,bengaluru",postgraduate,"backend, front end, nosql, django, consulting, machine learning, agile, data processing",full-time,1439488.0,4-7,Fullstack Python Integrator with Kubernetes,4.0,7.0,Senior,8,backend,14.39,Onsite,bengaluru
Flipkart,"bengaluru,bengaluru",postgraduate,"coding, machine learning, system design, information retrieval, distribution system, web technologies, e commerce, transaction processing",full-time,1519535.0,3-6,Architect,3.0,6.0,Senior,8,coding,15.2,Onsite,bengaluru
Genpact,"hyderabad,hyderabad, bengaluru,bengaluru",postgraduate,"supply chain management, it skills, testing, sql queries, ssis developer, ssrs, ssis, etl",contract,1503485.0,6-8,SSIS Deveoper,6.0,8.0,Senior,8,supply chain management,15.03,Onsite,hyderabad
Oracle,"bengaluru,bengaluru",undergraduate,"it skills, testing, cloud, devops, dba, oracle, postgresql, oracle relational databases.",contract,1907212.0,0-1,Postgres Developer,0.0,1.0,Entry,8,it skills,19.07,Onsite,bengaluru
eClerx,mumbai,unknown,"risk reporting, risk management, operational risk reporting, data management, investment banking, operational risk, data quality management, regulatory reporting",contract,1934423.0,2-6,SA - AURUM,2.0,6.0,Senior,8,risk reporting,19.34,Onsite,mumbai
BNY Mellon,pune,undergraduate,"computer science, manager quality assurance, db2, cics, cobol, software development life cycle, design development, application development",contract,1323925.0,4-6,Spec. Mainframe Dev,4.0,6.0,Senior,8,computer science,13.24,Onsite,pune
BNY Mellon,chennai,undergraduate,ld. prod svcs app sup anlyst,full-time,1536776.0,7-8,Ld. Prod Svcs App Sup Anlyst,7.0,8.0,Senior,1,ld. prod svcs app sup anlyst,15.37,Onsite,chennai
EverForce LLC,bengaluru,postgraduate,"deep learning, data analytics, python",contract,1472142.0,3-6,Python Developer (Senior / Junior),3.0,6.0,Senior,3,deep learning,14.72,Onsite,bengaluru
GM WARE,mohali,postgraduate,"python, apis, css3, django orm, algorithms, html5, django rest framework, rest api",contract,894748.0,4-6,Python Django Developer,4.0,6.0,Senior,8,python,8.95,Onsite,mohali
Meritfox India,"bengaluru,bengaluru",undergraduate,"alteryx, transformation, data analysis, data visualization, data mining, tableau, qlikview, data analytics",full-time,375183.0,3-4,Senior Analyst & Associate Alteryx and Tableau,3.0,4.0,Mid,8,alteryx,3.75,Onsite,bengaluru
Boeing,"bengaluru,bengaluru",postgraduate,"ai ml, it skills, java, python, cloud, devops, product management, css",full-time,389424.0,7-8,Experienced Software Engineer - Technical Lead (AI & ML),7.0,8.0,Senior,8,ai ml,3.89,Onsite,bengaluru
M/S Maxima Executive Search Pvt Ltd,"bengaluru,bengaluru",postgraduate,"saas, product mgmt, it skills, data science, product management, db replicas, scalable systems, vapt",contract,422426.0,4-6,Head Engineering- Leading Saas based startup - Bangalore,4.0,6.0,Senior,8,saas,4.22,Onsite,bengaluru
Kla Tencor,chennai,undergraduate,"c++, web development, debugging, javascript, data structures, application development, http, sdlc",contract,2224702.0,6-7,Software Engineer (Tech Lead),6.0,7.0,Senior,8,c++,22.25,Onsite,chennai
Institutional Shareholder Services,mumbai,unknown,"ms sql, data analysis, manager quality assurance, analytical, machine learning, data quality, stakeholder management, release management",contract,1124188.0,6-7,Sr. Analytical Verification Associate,6.0,7.0,Senior,8,ms sql,11.24,Onsite,mumbai
Institutional Shareholder Services India Private Ltd,mumbai suburban,undergraduate,"python, data analysis, sql, it skills, software development, testing, quality assurance, machine learning",full-time,452078.0,4-6,Sr. Analytical Verification Associate,4.0,6.0,Senior,8,python,4.52,Onsite,mumbai suburban
Micron Tech,"hyderabad,hyderabad",postgraduate,"business analysis, project execution, documentation, data analysis",contract,2394135.0,1-3,Associate Business Analyst,1.0,3.0,Mid,4,business analysis,23.94,Onsite,hyderabad
Gartner India Research &amp; Advisory Services Pvt Ltd,"gurugram,gurugram",postgraduate,"health insurance, claims, data management, billing, healthcare, medical insurance, research, information technology",full-time,1262001.0,7-8,Associate Principal Analyst,7.0,8.0,Senior,8,health insurance,12.62,Onsite,gurugram
