Company,Location,education,Skills/Description,job_type,salary,Job Experience,Job_Role
cloudneeti,Bangalore/Bengaluru,PG,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations",full-time,443102.0,5-12,Business Support Analyst
Diverse Lynx,Bengaluru,pg,"tableau, Google Analytics, Web analytics, Business Analyst, Analytical, data visualization, Adobe, SQL",contract,1760573.0,1-2,Business Analyst
Eli Lilly and Company,Bangalore/Bengaluru,pg,"Data analysis, Assurance, Data management, clinical development, Healthcare, Clinical research, SAS Programming, Statistical Analyst",,,2-6,Statistical Analyst
ZENSARK INDIA PRIVATE LTD,"Hyderabad/Secunderabad, Kurnool, Bangalore/Bengaluru",ug,"SQL queries, Basic, Data analysis, Business Analyst, Relationship, Manager Technology, Data Processor, Visio",,2447040.0,1-4,Business Analyst
Hevo.io,Bangalore/Bengaluru,PG,"SAN, Data analysis, Financial analysis, Coding, Process improvement, Analytical, Healthcare, HTTP",full-time,1229468.0,2-4,Business Analyst
TalentStack,Bangalore/Bengaluru,PG,"R, SQL, Python, Data Management, Consulting BFSI, Data Analytics, Analytics, Business Analysis",full-time,314815.0,2-3,Business Analyst - FinTech - IIT/NIT/BITS
IDrive Software (India) Private Limited,Bangalore/Bengaluru(Whitefield),,"Objective C, Memory Management, Cocoa Touch, swift, IT Skills, Cloud, Data Structure",contract,2165457.0,4-8,Programmer Analyst - iOS / Mac Developer
Universal Manpower Online,"New Delhi, Gurgaon/Gurugram, Delhi / NCR",,"lookup, macros, business analysis, business analytics, Advanced Excel, market research, business analyst, market and analysis",full-time,500224.0,0-5,Analyst Coding - Fresher Business Analyst Can Apply / 3.5 LPA/ Cab
IBM,Kochi/Cochin,Under-graduate,"Computer science, Software design, Coding, XML, HTML, IT Skills, Java, J2EE",,1324099.0,7-10,Senior Software Developer
Deutsche Bank,Jaipur,pg,"Excel, Analytical, Diversity and Inclusion, Business management, Management, Training and Development, MS Office, Powerpoint",full-time,2003346.0,4-8,BM Analyst
Google,Hyderabad/Secunderabad,ug,"IT Skills, Testing, Analyst, Payroll, Data analysis, Staffing, Analytical, Management",full-time,488524.0,1-4,People Systems Analyst
KPMG,Mumbai,pg,"Analyst, Research, Secondary research, Data entry, Tax returns",contract,501735.0,1-3,Analyst - IDT
IBM,Pune,pg,"Network administration, Networking, Linux, Troubleshooting, Technical support, Data collection, IT operations, cisco",full-time,819968.0,3-5,Delivery Analyst-Systems Services
Danfoss Industries Pvt Ltd,Pune,Under-graduate,"Supply chain, Data analysis, Service level, Renewable energy, Invoice processing, Infrastructure, Refrigeration, Raw material",full-time,2096197.0,3-8,Analyst
ALLEGIS GLOBAL SOLUTION,Hyderabad/Secunderabad,,"MIS reporting, Automation, Excel, Data management, VLOOKUP, Analytical, Process excellence, Data Processor",full-time,763415.0,1-5,MIS Analyst
Accenture,Gurgaon/Gurugram,Post-graduate,"Procurement, Bidding, Consulting, Spend analysis, RFQ, Procurement management, Data analytics, Management",contract,1690691.0,3-5,Analyst-Procurement management
Avery Dennison,"Gurgaon/Gurugram, Sohna",Post-graduate,"Supply chain, Computer science, ERP, IT strategy, Data structures, Scheduling, Oracle, Macros",contract,338246.0,1-4,Business Analyst - Supply Chain & Operations
MindTickle,Pune,,"Data Science, Product Analyst, Communication Skills, Written Communication, Data Analysis, Data Visualization, Tableau, Analytics",full-time,1445581.0,2-4,Product Analyst
EA Games (Electronic Arts),Hyderabad/Secunderabad,Post-graduate,"IT Skills, Python, Tableau, Product Analyst, Mobile phones, Packaging, HTML, data visualization",contract,,1-6,Product Analyst
Accenture,Chennai,pg,"Administration, Backend, SAP, Performance management, Consulting, Job analysis, Publishing, HR operations",contract,,3-5,Analyst-HR Operations
Accenture,Mumbai,Under-graduate,"Excel, Billing, Consulting, Cash flow, Operations, IT Skills, Cloud, Master data management",contract,1419622.0,3-5,Analyst-Order To Cash Processing
Optum,Noida,PG,"cyber security, Tanium, Networking, Effective Communication Skills, Network Monitoring, Servicenow, Information Security, Risk Compliance",,,2-3,Senior Information Security Risk Anlyst
Accenture,Noida,PG,"Visual Basic, Excel, Data management, Consulting, Macros, IT Skills, Cloud, Business reporting",full-time,534112.0,3-5,Analyst-Reporting
Accenture,Chennai,PG,"Claims, Litigation, Consulting, Healthcare, Analytics, IT Skills, Artificial Intelligence, Automation",,2488648.0,3-5,Analyst-Healthcare Claims
Accenture,Gurgaon/Gurugram,Under-graduate,"Change management, Consulting, Incident management, Analytics, Monitoring, IT Skills, Cloud, Automation",contract,1325019.0,3-5,Analyst-Governance
Deutsche Bank,Mumbai,PG,"CRO, remediation, Data analysis, Risk assessment, Financial risk, Diversity and Inclusion, Financial risk management, Risk management",contract,518193.0,2-5,Risk Reporting Analyst
TaskUs,"Mohali, Gurgaon/Gurugram",UG,"cyber security, It Risk Assessment, BPO, vendor management, Iso 27001 Lead Auditor, Data Privacy",contract,554847.0,3-6,Security Compliance Analyst
Delhivery,Gurgaon/Gurugram,Under-graduate,"advanced excel, SQL, Analyst, python, Data Analysis, Data Analyst, Business Analysis",full-time,1898423.0,4-9,Delhivery is hiring Analyst - Gurgaon
Grofers,Gurgaon/Gurugram,Under-graduate,"Internal Audit, Compliance, Risk Assessment, Finance, Data Analysis, Coordinating, Sql Queries, Risk Management",contract,403507.0,1-3,Analyst I IT Governance
Accenture,Mumbai,ug,"Direct Marketing, Digital Marketing, CRM, IT Skills, Cloud, Salesforce, Automation, Consulting",full-time,1860427.0,3-5,Analyst-Campaign Management
Franklin Templeton,Hyderabad/Secunderabad,pg,"Data analysis, Financial analysis, Analytical, data integrity, Medical insurance, Operations, Reporting tools, Investment",contract,1385917.0,2-6,FTI System Analyst
Agilent Technologies,"Gurgaon/Gurugram, Manesar",pg,"ERP, Financial statements, SAP, Diagnostics, VAT, Data quality, Manager Quality Control, Taxation",contract,1216414.0,3-6,Tax Analyst Specialist/Expert
General Mills,Mumbai,pg,"Supply chain, Business services, Automation, Linux, Consulting, Scheduling, Data mining, Business intelligence",contract,2303747.0,4-9,ANALYST
Ameriprise Financial,Gurgaon/Gurugram,Post-graduate,"C#, Computer science, Production support, SAS, Analyst II, Data quality, Asset management, Business intelligence",contract,964977.0,2-5,Bus Systems Analyst II
Accenture,Chennai,,"Publishing, Consulting, Microsoft, Content Management, Visual Basic, Supply Chain Planning, Master Data Management, Management",,2155418.0,3-5,Analyst-Supply chain planning
TaskUs,Indore,Under-graduate,"BPO, Qualitative research, ERM, Data analysis, SAS, Performance management, Analytical, SPSS",full-time,2139173.0,3-6,People Research Analyst
TaskUs,Gurgaon/Gurugram,PG,"BPO, Computer science, operational support, Workforce management, Reporting Analyst, Analytical, power bi, Information technology",contract,975409.0,4-7,WFM Reporting analyst
Deutsche Bank,Mumbai,PG,"Procurement, Data analysis, SAP, Contract management, Analytical, Data structures, Data quality, Asset management",,2222321.0,4-9,Analyst - Procurement Analytics
Deutsche Bank,Pune,pg,"Automation, Process optimization, MS Access, Market risk, Data quality, Risk management, Market Risk Analyst, Operations",full-time,968028.0,2-5,Market Risk Analyst
BNP Paribas,Chennai,Post-graduate,"Networking, data loss prevention, Senior Analyst, Information security, Vulnerability, Antivirus, Management, CCNA",full-time,2175826.0,2-4,DLP Analyst
Deutsche Bank,Mumbai,UG,"Relationship management, Analyst, Data analysis, Manager Quality Assurance, SAS, Project management, Investment banking, MS Office",full-time,816051.0,2-5,Risk Analyst
Deutsche Bank,Mumbai,UG,"Data analysis, Change management, Due diligence, Publishing, Data management, MIS, Risk assessment, Corporate finance",,2393578.0,1-4,Know Your Client (KYC) Analyst
Enrich Financial Solution Private Limited,Chennai,PG,"Documents Review, Data Entry, Kyc Verification, Account Opening, Demat, Typing, KYC, Kyc Operations",contract,665475.0,0-1,KYC Analyst
BNP Paribas,Mumbai,Under-graduate,"Analyst, data loss prevention, Analytical, Information security, Retail banking, Vulnerability, IT operations, Security monitoring",full-time,2009176.0,2-4,DLP Analyst
Integreon,Noida,,"Vba, Data Management, Data Analysis, Mis Analyst, Data Visualization, Advanced Excel, Power Bi ., Ms Office Tools",full-time,484612.0,3-8,Analyst - MIS
Ciena,Gurgaon/Gurugram,ug,"Project Management, Business Process, Strategy, People Development, Stakeholder Management, analytics, data collection, Strategy Analyst",full-time,2329817.0,2-7,Strategy Analyst - People Development
IHS Markit,Hyderabad/Secunderabad,PG,"agile, JIRA, IT Skills, Software Development, Product Analyst, PDF, Data modeling, Analytical",contract,,2-3,Product Analyst
Deutsche Bank,Mumbai,,"CRO, Front office, Fixed income, Diversity and Inclusion, MySQL, Data structures, Oracle, Analytics",full-time,830868.0,2-5,Analytics Analyst
Deutsche Bank,Mumbai,UG,"Data validation, jQuery, Market risk, Javascript, Data processing, Data quality, Continuous improvement, Operations",contract,1207729.0,1-5,Change Analyst
Deutsche Bank,Mumbai,Under-graduate,"Computer science, CRO, Automation, Data management, Operational risk, Process improvement, Windows, Risk management",contract,2279556.0,3-6,Benchmarking and Index Oversight Analyst
GENWORTH,Gurgaon/Gurugram,,"Computer science, Data management, Bloomberg, Coding, Process improvement, Scheduling, Troubleshooting, microsoft",,1689391.0,2-6,Application Development Analyst
Deutsche Bank,Pune,pg,"Business services, ISO, HP data protector, Information security, Risk assessment, Diversity and Inclusion, Security services, Training and Development",contract,,2-6,Information Security Analyst
UnitedLex Corporation,Gurgaon/Gurugram,pg,"IT Skills, Power BI, Procurement, BPO, Data modeling, Enterprise applications, Information security, HTTP",,1113793.0,2-3,Analyst
Deutsche Bank,Mumbai,,"Loans, Data analysis, Financial statements, Fixed income, Finance, Credit analysis, market data, Risk management",,2498288.0,1-2,EU Distressed/Par Loan Analyst
Capco,Mumbai,Under-graduate,"Capital Market, Investment Banking, Business Analyst, Project Management, Market Risk, Finance, Data Analysis, Derivatives",contract,1609988.0,3-7,Business Analyst - Capital Market/Investment Banking Domain
Dell Technologies,Hyderabad/Secunderabad,Post-graduate,"Power BI, SQL, analytics, IT Skills, Python, Tableau, VB Scripting, Informatica",,585987.0,2-7,Power BI Analyst
Franklin Templeton,Hyderabad/Secunderabad,Under-graduate,"Analyst, Data analysis, Fund accounting, Bloomberg, risk modeling, risk consulting, Risk management, Financial services",contract,2232566.0,3-7,Risk Analyst
HCL Technologies,Delhi / NCR,ug,"MIS Reporting, Sales Operations, Data Analysis",contract,2156409.0,5-10,Reporting Analyst / DA - HCL SW Noida
IHS Markit,Hyderabad/Secunderabad,Under-graduate,"IT Skills, Project Management, BPO, project management, Corporate actions, Excel, Aerospace, IHS",full-time,396619.0,2-5,Entity Management Quality Control Analyst
GlobalLogic,"Gurgaon/Gurugram(Gwal Pahari), Delhi / NCR",,"Database Maintenance, data studio, Spreadsheets, MIS, Advanced Analytics, Presentation, Tableau, data analysis",contract,1509079.0,1-4,MIS Analyst
Accenture,Chennai,PG,"IT Skills, Cloud, Loans, Financial analysis, Wholesale banking, Consulting, Credit analysis, Financial statement analysis",full-time,946033.0,3-5,Analyst-Lending Operations
Accenture,Mumbai,Under-graduate,"IT Skills, Artificial Intelligence, Cloud, Supply chain, Publishing, Architecture, Consulting, Supply chain operations",,,3-5,Analyst-Supply Chain Analytics
Accenture,Gurgaon/Gurugram,Post-graduate,"IT Skills, Testing, Cloud, Procurement, Data management, Finance, Billing, Consulting",contract,1123724.0,3-5,Analyst-Procure To Pay Processing
Morgan Stanley,Mumbai,pg,"Change management, Automation, Manager Quality Assurance, Data management, Operational risk, Risk assessment, Risk management, Monitoring",contract,,2-6,Analyst - Risk Management
Syngenta,Pune,PG,"RF, project support, Debugging, Agile, Gap analysis, ITIL process, User acceptance testing, ABAP",,1712887.0,4-8,P & S Functional Analyst
Harsco Global Service Centre,Hyderabad/Secunderabad,ug,"Administration, Data analysis, Payroll, Data validation, Data management, Billing, Oracle, Continuous improvement",contract,1204909.0,3-7,Global Mobility Analyst
Becton Dickinson India Pvt Ltd,Gurgaon/Gurugram,pg,"Supply chain, Excel, Supply Chain Analyst, Data management, ERP system, data mapping, data visualization, Macros",contract,429000.0,6-11,Regional Supply Chain Analyst
India Medtronic,Mumbai,Post-graduate,"SFDC, Commercial, Salesforce effectiveness, Business Intelligence, Data Analysis, Market Intelligence, Data Analytics, Sales Analytics",contract,551695.0,6-11,Principal Sales Analyst Commercial Excellence
Accenture,Mumbai,Post-graduate,"Marketing analytics, Publishing, Data management, Web analytics, Architecture, Artificial Intelligence, Consulting, Digital marketing",contract,2168674.0,3-5,Analyst-Digital Marketing Analytics
Accenture,Chennai,Under-graduate,"Loans, Financial analysis, Wholesale banking, Financial planning, Consulting, Credit analysis, Financial statement analysis, Capital market",contract,2496013.0,3-5,Analyst-Lending Operations
Accenture,Chennai,pg,"IT Skills, Cloud, Loans, Financial analysis, Consulting, Credit analysis, Financial statement analysis, Capital market",contract,1917141.0,3-5,Analyst-Lending Operations
Accenture,Chennai,PG,"Loans, Financial analysis, Consulting, Credit analysis, Financial statement analysis, Capital market, mortgage underwriting, Financial services",contract,1854554.0,3-5,Analyst-Lending Operations
Accenture,Mumbai,Under-graduate,"Visual Basic, Excel, Data management, Business reporting, Consulting, Management, Individual Contributor, Macros",contract,303472.0,3-5,Analyst-Reporting
Accenture,Gurgaon/Gurugram,ug,"IT Skills, Cloud, Procurement, Analyst, Financial analysis, data reporting, Billing, Consulting",full-time,668037.0,3-5,Analyst-Procure To Pay Processing
Accenture,Chennai,Post-graduate,"IT Skills, Cloud, Finance, Consulting, Client relationship, Capital market, professional services, Individual Contributor",contract,848220.0,3-5,Analyst-Lending Operations
Accenture,Mumbai,PG,"IT Skills, Cloud, Tableau, Power BI, Visual Basic, Excel, Data management, Business reporting",full-time,2386701.0,3-5,Analyst-Reporting
Accenture,Mumbai,Under-graduate,"Visual Basic, Excel, Data management, Business reporting, Consulting, microsoft, Individual Contributor, Macros",full-time,,3-5,Analyst-Reporting
Accenture,Chennai,,"IT Skills, Cloud, Business administration, Analytical skills, Wholesale banking, Consulting, Capital market, Individual Contributor",,365217.0,3-5,Analyst-Lending Operations
Accenture,Mumbai,Under-graduate,"Supply chain, Content management, Publishing, Excel, Process orientation, Master data management, Consulting, Supply chain planning",contract,2053137.0,3-5,Analyst-Supply chain planning
Environmental and Technical Research Centre,Lucknow,Under-graduate,"Water testing, Chemistry, Chemical analysis, Microbiology, Site monitoring, Lab Analyst, Data interpretation, Auditing",full-time,793087.0,1-4,Lab Analyst
